,emisor,mencionado,texto,rt,localizacion,texto_limpio
88,CruzRojaCuenca,,"“Si total, no tienes nada mejor que hacer” ¿te suena? Pues aunque no lo sepas es #Maltrato. Ahora que lo sabes, elimina esta costumbre y ayúdanos a dar un #BuenTrato a las #personasmayores 

#YoSiempreTeTrataréBien #YoSiempreTeCuidaré #PersonasMayores 
ℹ️ https://t.co/iKgmAGZGqe https://t.co/OjqgRXCNYc",False,"Cuenca, Castilla-La Mancha","“Si total no tienes nada mejor que hacer” ¿te suena Pues aunque no lo sepas es Maltrato Ahora que lo sabes elimina esta costumbre y ayúdanos a dar un BuenTrato a las personasmayores 

YoSiempreTeTrataréBien YoSiempreTeCuidaré PersonasMayores 
ℹ"
89,MultiGaceta,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/AkGVINGgsf,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
90,Enteremonos,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/pJqCKFiVKM",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
91,josebaratech,DDS es,"RT @DDS_es: Su formulación 100% Agua de Mar unido a otros activos ofrecen un producto único: previene el foto envejecimiento, corrige manch…",True,Jerez,Su formulación 100 Agua de Mar unido a otros activos ofrecen un producto único previene el foto envejecimiento corrige manch…
92,Fedit,CETEM CT,"RT @CETEM_CT: Comienza su andadura el proyecto Pharaon, que tiene como objetivo establecer las bases y unificar los desafíos tecnológicos q…",True,Madrid - España,Comienza su andadura el proyecto Pharaon que tiene como objetivo establecer las bases y unificar los desafíos tecnológicos q…
93,SuperTrinos,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/9csyoasG2y",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
94,LaRedRevela,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/CI5hfvGCI2",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
95,RonaldDuran CM,"centrocatite, RonaldDuran CM",RT @centrocatite: Tecnología y Realidad Virtual para personas mayores con Alzheimer  vía @RonaldDuran_CM #Alzheimer #Parkinson #PersonasMay…,True,"Barcelona, España",Tecnología y Realidad Virtual para personas mayores con Alzheimer  vía  Alzheimer Parkinson PersonasMay…
96,prometheusgreen,ChileBio AG,RT @ChileBio_AG: Científicos de China desarrollaron una levadura #transgénica productora de moléculas que protegen a la cerveza contra el e…,True,,Científicos de China desarrollaron una levadura transgénica productora de moléculas que protegen a la cerveza contra el e…
97,ChileBio AG,,Científicos de China desarrollaron una levadura #transgénica productora de moléculas que protegen a la cerveza contra el envejecimiento del producto y mantiene su sabor (sin tornarse rancio) por más tiempo 🍺🦠🧬. https://t.co/SDVTw8f1K5 #biotecnología https://t.co/ZK2tJFv14n,False,Chile,Científicos de China desarrollaron una levadura transgénica productora de moléculas que protegen a la cerveza contra el envejecimiento del producto y mantiene su sabor sin tornarse rancio por más tiempo   biotecnología
98,ExoMedios,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/uObHVJnDdn",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
99,SuperTrinos,,🔰 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/pffRKjMrgC,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz
100,csc planif,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,"Cuenca, Ecuador",“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…
101,csc planif,"novagob, laurarosillo",RT @novagob: .@laurarosillo inaugura con su conferencia inspiracional la segunda jornada de #GeneraciónEBAP. Vamos a perderle el miedo al e…,True,"Cuenca, Ecuador",inaugura con su conferencia inspiracional la segunda jornada de GeneraciónEBAP Vamos a perderle el miedo al e…
102,EapnAs,socialasturias ,"RT @socialasturias_: En el estudio se abordan cuestiones como que hay más mujeres en el ámbito de las #PersonasMayores, muchas más mujeres…",True,"Avilés, Principado de Asturias",En el estudio se abordan cuestiones como que hay más mujeres en el ámbito de las PersonasMayores muchas más mujeres…
103,DOLORESSALAZAR8,eCare pcp,RT @eCare_pcp: Las #PersonasMayores tienen mucho que decir en la #TransformaciónDigital. Queremos que sean ellos quienes nos cuenten sus re…,True,,Las PersonasMayores tienen mucho que decir en la TransformaciónDigital Queremos que sean ellos quienes nos cuenten sus re…
104,AgendaOnline,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/h5ZIOHAUTK,False,"Madrid, Comunidad de Madrid",¿Cuántos años podemos vivir los humanos Longevidad
105,GrupoPopularGal,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,"Santiago de Compostela, España",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…
106,JuanGaloLavalle,"luugl, Jorgeli38545460, MangaDeChaleco, 950 noemi, todonoticias","@luugl @Jorgeli38545460 @MangaDeChaleco @950_noemi @todonoticias Que hay que saber diferenciar entre un logro sustancial, y uno insignificante y estúpido. Reducir cinco muertos al año, no tiene ningún peso estadístico ni demográfico de relevancia. En cambio, revertir el envejecimiento poblacional, es crucial para la supervivencia de tu país.",False,,Que hay que saber diferenciar entre un logro sustancial y uno insignificante y estúpido Reducir cinco muertos al año no tiene ningún peso estadístico ni demográfico de relevancia En cambio revertir el envejecimiento poblacional es crucial para la supervivencia de tu país
107,Twittematico,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8Fp284usb2",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
108,socialasturias ,,"En el estudio se abordan cuestiones como que hay más mujeres en el ámbito de las #PersonasMayores, muchas más mujeres en #dependencia y muchas más en el ámbito de las rentas mínimas, por el contrario menos mujeres en el ámbito de #infancia o #discapacidad
 https://t.co/X35YboG9o5 https://t.co/tqsraUw3y0 https://t.co/dJauP1ZP2n",False,"Oviedo, Spain",En el estudio se abordan cuestiones como que hay más mujeres en el ámbito de las PersonasMayores muchas más mujeres en dependencia y muchas más en el ámbito de las rentas mínimas por el contrario menos mujeres en el ámbito de infancia o discapacidad
109,Hannibalector ,,☀️ Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/DIfzjNW9kk,False,Toledo,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud
110,TecNovedosos,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/s3jUnseAYl",False,España,Caminar lento a los 45 años un indicador de envejecimiento acelerado
111,Arlexlimongi,conviteac,"RT @conviteac: Queremos que las #PersonasMayores en Venezuela, puedan acceder a la Ayuda Humanitaria con dignidad y seguridad. Las mujeres…",True,,Queremos que las PersonasMayores en Venezuela puedan acceder a la Ayuda Humanitaria con dignidad y seguridad Las mujeres…
112,abad a,INAPAM,"RT @INAPAM: Jugar videojuegos no sólo es para los niños y jóvenes, también las #PersonasMayores pueden jugarlos, conoce algunos de sus bene…",True,edo mexico,Jugar videojuegos no sólo es para los niños y jóvenes también las PersonasMayores pueden jugarlos conoce algunos de sus bene…
113,laurarosillo,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,Barcelona,“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…
114,acpcejudo,"regiondemurcia, COPE",Hoy los responsables del grupo de AF de la Coalición EIP on AHA de la @regiondemurcia hablamos de Ejercicio físico y envejecimiento en la @COPE https://t.co/NJoCFHDRHR,False,"Murcia, España",Hoy los responsables del grupo de AF de la Coalición EIP on AHA de la  hablamos de Ejercicio físico y envejecimiento en la
115,DosMenosDiez,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/hbT4eGd6qj",False,España,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular
116,RubenHerranzG,MatiaFundazioa,"RT @MatiaFundazioa: #Personasmayores con #alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt, Matisse, Van Gogh, Ca…",True,"Madrid, Comunidad de Madrid",Personasmayores con alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt Matisse Van Gogh Ca…
117,qudrone1,ALE JAN DRO SOY,@ALE_JAN_DRO_SOY Bueno el Master Yoda pertenece a una raza famosa por su longevidad asi que si puede haber estado perfectamente,False,Argentina,Bueno el Master Yoda pertenece a una raza famosa por su longevidad asi que si puede haber estado perfectamente
118,centrocatite,RonaldDuran CM,Tecnología y Realidad Virtual para personas mayores con Alzheimer  vía @RonaldDuran_CM #Alzheimer #Parkinson #PersonasMayores https://t.co/9D6aheK9pv,False,Castelldefels Playa,Tecnología y Realidad Virtual para personas mayores con Alzheimer  vía  Alzheimer Parkinson PersonasMayores
119,nestorl12648766,GrandesMedios,"RT @GrandesMedios: 🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/BtWsJslHl6",True,,Caminar lento a los 45 años un indicador de envejecimiento acelerado
120,Informedios,,"💡 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/sB0mBgHLcv",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento
121,informacion es,pinoalberola,"➕ #INFplus | Uno de cada cuatro residentes en la provincia superará los 65 años en 2033 por el envejecimiento de la población
Por @PinoAlberola  https://t.co/jklnrkXMBQ",False,"Alicante, España","INFplus  Uno de cada cuatro residentes en la provincia superará los 65 años en 2033 por el envejecimiento de la población
Por"
122,Difusion365,,"💡 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/uFdl0zT31y",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
123,marisanba1,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,"Pontevedra, España🇪🇸",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…
124,RecortesCero,MayoresUDP,"RT @MayoresUDP: Compartiendo nuestro compromiso con la mejora de la calidad de vida de todas las personas, especialmente de las #PersonasMa…",True,España,Compartiendo nuestro compromiso con la mejora de la calidad de vida de todas las personas especialmente de las PersonasMa…
125,TuitReportes,,"🔰 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/FepiI8K1sJ",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
126,cfisiomurcia,,"Esta mañana nuestro compañero Raúl Nieto ha sido entrevistado en la radio, debido a su implicación y trabajo en la Coalición de Envejecimiento, pronto la entrevista entera! Gracias por llevar la Fisioterapia a todos los oyentes! https://t.co/HSRcoSXNtB",False,"Calle María Guerrero, 13, Bajo",Esta mañana nuestro compañero Raúl Nieto ha sido entrevistado en la radio debido a su implicación y trabajo en la Coalición de Envejecimiento pronto la entrevista entera Gracias por llevar la Fisioterapia a todos los oyentes
127,GrandesMedios,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/BtWsJslHl6",False,"Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
128,lab kapyderm,,"Pieles secas, mixtas, grasas...Todas ellas merecen mimos para permanecer saludables. Desmaquillar, limpiar, exfoliar, son algunos de los tips imprescindibles para evitar el envejecimiento prematuro de nuestro cutis ¡Cuídate con Kapyderm! #KapydermteMima 

https://t.co/jVA8bv3Fh3 https://t.co/7eNVPca2Wm",False,MALAGA-ESPAÑA,Pieles secas mixtas grasasTodas ellas merecen mimos para permanecer saludables Desmaquillar limpiar exfoliar son algunos de los tips imprescindibles para evitar el envejecimiento prematuro de nuestro cutis ¡Cuídate con Kapyderm KapydermteMima
129,AreaUnoArrixaca,Murciasalud,"RT @Murciasalud: #BuenosDías🌞

📢Recuerda: #Salud ofrece información fiable sobre #Envejecimiento Activo y Saludable

✅Escucha el programa📻d…",True,,"BuenosDías

Recuerda Salud ofrece información fiable sobre Envejecimiento Activo y Saludable

Escucha el programad…"
130,MauroFiallosH,"IESSPastaza, IESSPastaza","RT @IESSPastaza: Varios jubilados pertenecientes a los Talleres de Envejecimiento Activo del @IessPastaza, recibieron tratamiento médico po…",True,Puyo Ecuador,Varios jubilados pertenecientes a los Talleres de Envejecimiento Activo del  recibieron tratamiento médico po…
131,SilvestreSalaza,LupitaVargasMx,"RT @LupitaVargasMx: DIF Municipal, a través del Centro de Rehabilitación Integral, brindó a adultos mayores de INAPAM la plática: ""Hábitos…",True,"Puebla, México",DIF Municipal a través del Centro de Rehabilitación Integral brindó a adultos mayores de INAPAM la plática Hábitos…
132,cervolni,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,,“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…
